author,user_profile_link,text,timestamp,likes,date,time
Ahmed El Idli,https://web.facebook.com/ahmed.adli.16503323?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzQzMzE5NTYxMzU0MzY0&__tn__=R-R,وسيرو عند ناس لي موصلهم والو هومة ليخاصكم تصوروهم اما ليوصلهم دعم بلى منشوفهم سيرو عند ليموصلهالم,Sunday 10 September 2023 at 14:17,0,10 September 2023,14:17
Mly Anafi,https://web.facebook.com/profile.php?id=100013452193237&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAwNTAzMDUxNDE3MTA5Mw%3D%3D&__tn__=R-R,عاش الملك,Sunday 10 September 2023 at 10:19,0,10 September 2023,10:19
Fati Fleur Sami,https://web.facebook.com/profile.php?id=100072277100807&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQ5MTUwMjIxODMzNDc4NA%3D%3D&__tn__=R-R,واش بصح عاود ضرب,Sunday 10 September 2023 at 12:50,0,10 September 2023,12:50
Abdellatif Akhchin,https://web.facebook.com/abdellatif.akhchin?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzEwMTkzNzMxNjkxNTQz&__tn__=R-R,اللهم لا تهلكنا بذنوبنا ياحي ياقيوم ياذا الجلال والإكرام,Sunday 10 September 2023 at 11:08,0,10 September 2023,11:08
أبو يونس,https://web.facebook.com/profile.php?id=100075687123215&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjMxMjU5MDYyNDUzMzkx&__tn__=R-R,وت الناس باقين مساكن تحت الأنقاض ومزال مجبدوهمش,Sunday 10 September 2023 at 11:07,0,10 September 2023,11:07
Soumia SF,https://web.facebook.com/somya.chamossa?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjE0ODc4MTc4MTk4MzE4Mg%3D%3D&__tn__=R-R,إنا لله وإنا إليه راجعون ولاحول ولا قوة إلا بالله,Sunday 10 September 2023 at 14:19,0,10 September 2023,14:19
Fati Fleur Sami,https://web.facebook.com/profile.php?id=100072277100807&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAyMzk4NDc4NTQwMTAxNA%3D%3D&__tn__=R-R,واش عاوظ,Sunday 10 September 2023 at 12:51,0,10 September 2023,12:51
Nhiri Momhamed,https://web.facebook.com/profile.php?id=100091885366796&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODQxNDM1NDU0MDQ3Nzc1&__tn__=R-R,,Sunday 10 September 2023 at 10:36,0,10 September 2023,10:36
Hamza Kaddouri,https://web.facebook.com/profile.php?id=100093595062670&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODY5NjI5NDg0NTM3NTQ3&__tn__=R-R,,Sunday 10 September 2023 at 20:48,0,10 September 2023,20:48
Rachid Ben Chammach,https://web.facebook.com/rachid.benchammach?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfOTcyMDA3OTY3NDIwNzc3&__tn__=R-R,مباشر خطير من دوار تنزاض جماعة تيزي نتاست اقليم تارودانت برطاجيو,Sunday 10 September 2023 at 10:46,4,10 September 2023,10:46
Chjdjih Jjytkifk Jfjjfkck Ngfgjhÿ,https://web.facebook.com/profile.php?id=100093796511787&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODczMzU0MTg0MTMwMDA3&__tn__=R-R,No Text,Friday 15 September 2023 at 21:46,0,15 September 2023,21:46
Amine Aminox,https://web.facebook.com/profile.php?id=100081206175465&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQ5NTQyOTIzMTIwNjEwMA%3D%3D&__tn__=R-R,يارب,Sunday 10 September 2023 at 11:00,0,10 September 2023,11:00
Ma Lak,https://web.facebook.com/profile.php?id=100090373014465&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjc1ODk4NDY1MjQ2MTIx&__tn__=R-R,,Sunday 10 September 2023 at 10:36,0,10 September 2023,10:36
Brahim Akharraz,https://web.facebook.com/profile.php?id=100072633743719&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQ3MzY5MDYyMDA5NTgzMw%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 14:04,0,10 September 2023,14:04
Tabarak Soliman,https://web.facebook.com/tabarak.19994?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjM3Mzc5NzE4MjI4NjYz&__tn__=R-R,لاحول ولا قوة الا بالله,Sunday 10 September 2023 at 14:22,0,10 September 2023,14:22
ŸäSsïñë Åböü Länøir,https://web.facebook.com/profile.php?id=100092608629882&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzYyMzA1NzIzMTI0Njk4Mg%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 10:35,0,10 September 2023,10:35
Ha Yat,https://web.facebook.com/bokharoba.saad?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjYzNTI0MTc5MTcxMzQ1&__tn__=R-R,,Sunday 10 September 2023 at 10:35,0,10 September 2023,10:35
Said Lhamdouchi,https://web.facebook.com/said.lhamdouchi?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzE3Mzg2NDQ3NTM0NDEw&__tn__=R-R,يعجز اللسان عن كلام,Sunday 10 September 2023 at 10:11,0,10 September 2023,10:11
Metaphgfa Benouahia,https://web.facebook.com/profile.php?id=100086934160555&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjY3NTAwOTg2MTk5MzIz&__tn__=R-R,تم,Sunday 10 September 2023 at 21:34,0,10 September 2023,21:34
Om Anas,https://web.facebook.com/on.anas.718?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjQwMTEwODIxMzA4Mjc0&__tn__=R-R,,Sunday 10 September 2023 at 18:09,0,10 September 2023,18:09
Ilham Ilham,https://web.facebook.com/profile.php?id=100095393407567&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjU2MzU4ODE2NDQ0MDk4&__tn__=R-R,No Text,Sunday 10 September 2023 at 20:05,0,10 September 2023,20:05
Ajjagmouni Abdelouahab,https://web.facebook.com/ajjagmouni.abdelouahab?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzE2NTc5NDg3NTUxOTgy&__tn__=R-R,,Sunday 10 September 2023 at 15:04,0,10 September 2023,15:04
Khadija Tamnin,https://web.facebook.com/khadija.tamnin.5?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNTgxMDk0OTEwNzA3Nzkz&__tn__=R-R,,Sunday 10 September 2023 at 10:15,0,10 September 2023,10:15
Siham Siham,https://web.facebook.com/profile.php?id=100044025690755&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjA5NTY3NDI2NDEwNjI4OA%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 11:49,0,10 September 2023,11:49
Hicham Safi,https://web.facebook.com/profile.php?id=100092565401600&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjg2ODQzMjg3NDIyODg4&__tn__=R-R,,Sunday 10 September 2023 at 12:18,0,10 September 2023,12:18
Ilyase Yosfe,https://web.facebook.com/profile.php?id=100090694779255&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODQyOTc0NzIwNzQzMzU2&__tn__=R-R,No Text,Wednesday 13 September 2023 at 09:22,0,13 September 2023,09:22
Ilham Ilham,https://web.facebook.com/profile.php?id=100095393407567&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzIxNTUwMDkzODY3MTU0&__tn__=R-R,,Sunday 10 September 2023 at 20:06,0,10 September 2023,20:06
Samir Tahiri,https://web.facebook.com/profile.php?id=100071180493357&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQwMjk5MjUzNzI1NTIzMA%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 11:29,0,10 September 2023,11:29
Amrakhi Amrakhi,https://web.facebook.com/profile.php?id=100093294049489&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQ1NzgwMDgzNTAxNjg0Ng%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 16:49,0,10 September 2023,16:49
Fati Fati,https://web.facebook.com/profile.php?id=100072861233716&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTUxMzc0NzA3OTQyOTA0NQ%3D%3D&__tn__=R-R,,Monday 11 September 2023 at 00:16,0,11 September 2023,00:16
Mohamed Zhiri,https://web.facebook.com/mohamed.zhiri.7796?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjI3MTM4ODU2MjI5MDcz&__tn__=R-R,,Sunday 10 September 2023 at 16:39,0,10 September 2023,16:39
Khalid Chegraoui,https://web.facebook.com/profile.php?id=100083033123286&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTY5NTU0MTg5NzU4MTAxMw%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 15:35,0,10 September 2023,15:35
Houria Kadi,https://web.facebook.com/houria.kadi.587?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTM3MTU1NTMwMzQ0OTIyNg%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 13:59,0,10 September 2023,13:59
Abuhatim Omar,https://web.facebook.com/abuhatim.omar.3?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODU0MjM4MzEyNTcyOTQ3&__tn__=R-R,اتقوا الله ليست ظاهرة طبيعية بل هي عقاب وانذار من الله,Sunday 10 September 2023 at 11:05,0,10 September 2023,11:05
Brahim EL,https://web.facebook.com/profile.php?id=100008533380030&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTA1OTM3NjQ5NTQyMTkwNw%3D%3D&__tn__=R-R,المغرب يبدل مجهوات جبارة ل انقاد ناس والملك نصره الله اعطى تعليمات صارمة لتسريع انقاد ما سيتم انقاده,Sunday 10 September 2023 at 11:14,2,10 September 2023,11:14
جنات جنات,https://web.facebook.com/profile.php?id=100036505965238&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNzY1MTg1NTk4NzE0NTcw&__tn__=R-R,اين مساعدة حكومة اخنوش الله ياخد فيك حق,Monday 11 September 2023 at 00:40,0,11 September 2023,00:40
Ista Ista,https://web.facebook.com/ista.ista567?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzA3NDY2MjIxODcyNzUx&__tn__=R-R,في نظري خاص استقالة جماعية للحكومة الحالية . بحكم غيابها ولا احد تحرك سوى ابناء الشعب بقلبهم بدمهم بكل ما بوسعهم . ماعدا الحكومة والفنانين لشابعين لعاقة كدونيا باطما وغيرها من المؤتيرين المنافقين,Sunday 10 September 2023 at 10:56,0,10 September 2023,10:56
Taoufik Kanari,https://web.facebook.com/taoufik.kanari?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzQzMjk0MzQ0NzY5Mjkx&__tn__=R-R,سكان المغرب المنسيون,Sunday 10 September 2023 at 12:56,0,10 September 2023,12:56
Mc Kariim,https://web.facebook.com/profile.php?id=100079270176652&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTUwODAwNDAwOTkzNjI0MQ%3D%3D&__tn__=R-R,كلنا جسد واااااااااحد,Sunday 10 September 2023 at 10:50,0,10 September 2023,10:50
مونيه العزاليه,https://web.facebook.com/profile.php?id=100088138771248&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjE2NTgyNzMwNjQ2OTY0&__tn__=R-R,No Text,Sunday 10 September 2023 at 18:58,0,10 September 2023,18:58
مونيه العزاليه,https://web.facebook.com/profile.php?id=100088138771248&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzE5NzMwNDY3MzgxODA2&__tn__=R-R,No Text,Sunday 10 September 2023 at 18:57,0,10 September 2023,18:57
مروى للموني,https://web.facebook.com/profile.php?id=100078427710941&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODcxNjMzMTA3MTU1NTQ1&__tn__=R-R,,Sunday 10 September 2023 at 10:34,0,10 September 2023,10:34
Siham Siham,https://web.facebook.com/profile.php?id=100044025690755&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTA1MjMxMjUxNTkzNzUxNA%3D%3D&__tn__=R-R,,Sunday 10 September 2023 at 11:49,0,10 September 2023,11:49
Abdellah Bne Moussa,https://web.facebook.com/profile.php?id=61550695778451&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfOTYyODczODY4MTA3MDQ3&__tn__=R-R,,Sunday 10 September 2023 at 16:55,0,10 September 2023,16:55
Noumidia Tamazight,https://web.facebook.com/noumidia.tamazight.52?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjQ5MTQ4Nzg2NDI4MTAyOQ%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 23:40,0,10 September 2023,23:40
Hassan Bislman,https://web.facebook.com/profile.php?id=100081797337282&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTM5MjMyODA2NDY1MzQ5Mg%3D%3D&__tn__=R-R,لله ما أعطى ولله ما أخذ انا لله وانا اليه راجعون,Sunday 10 September 2023 at 21:02,0,10 September 2023,21:02
Abdő Tørinø,https://web.facebook.com/profile.php?id=100038740125366&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTI2OTYxODk3Mzc0MDkyNQ%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 10:49,0,10 September 2023,10:49
Fati Fleu,https://web.facebook.com/fati.fleu.3979?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjQxMTQ2MDc5ODk1MzgxMQ%3D%3D&__tn__=R-R,No Text,Wednesday 13 September 2023 at 19:09,0,13 September 2023,19:09
Fati Fleu,https://web.facebook.com/fati.fleu.3979?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfOTc4NjAxMzQzMjUwNjI0&__tn__=R-R,No Text,Wednesday 13 September 2023 at 19:08,0,13 September 2023,19:08
Fati Fleu,https://web.facebook.com/fati.fleu.3979?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODQxNzIwOTgwNzk3NTUz&__tn__=R-R,No Text,Wednesday 13 September 2023 at 19:08,0,13 September 2023,19:08
Fati Fleu,https://web.facebook.com/fati.fleu.3979?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAwNDQwNzYyMDcwNDE3Ng%3D%3D&__tn__=R-R,No Text,Wednesday 13 September 2023 at 19:08,0,13 September 2023,19:08
Hassan Ksim,https://web.facebook.com/profile.php?id=100004983690983&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjU2MDk5NDI5OTk1ODYy&__tn__=R-R,No Text,Sunday 10 September 2023 at 11:08,0,10 September 2023,11:08
Titrit Khadija,https://web.facebook.com/titrit.khadija.501?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjc5NTk1NDE0OTU5NTMz&__tn__=R-R,,Sunday 10 September 2023 at 10:38,0,10 September 2023,10:38
Yassin Cisawi,https://web.facebook.com/profile.php?id=100042226667992&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjA2NzkyNTY0NzMwMjg2&__tn__=R-R,No Text,Monday 11 September 2023 at 02:30,0,11 September 2023,02:30
Yassin Cisawi,https://web.facebook.com/profile.php?id=100042226667992&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQzOTc1MzE0MDE0Njc4NA%3D%3D&__tn__=R-R,No Text,Monday 11 September 2023 at 02:29,0,11 September 2023,02:29
Rachid Tmllah,https://web.facebook.com/profile.php?id=100092835270852&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODQwNDAxNjA3NzM5MDM3&__tn__=R-R,Lahwla wela 9owata ila bi lah lah yerham jami3 lemslimin,Sunday 10 September 2023 at 23:32,0,10 September 2023,23:32
Abd Agadir,https://web.facebook.com/profile.php?id=100080818778945&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAyOTg5MjY4NDg2NDEzOQ%3D%3D&__tn__=R-R,اشمن.لدول.معندهوم.سوق.فلباشر.جميع.لحوكمة.كيطلو.في.لينثيخابة.كيشوف.هدلبيني.غير.طراب.ولحجار.ملكم.عمين.ظحكو.علا.لرسكوم,Sunday 10 September 2023 at 22:37,0,10 September 2023,22:37
Abd Agadir,https://web.facebook.com/profile.php?id=100080818778945&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAyNjU3NTQ4MTg2NTQ2MQ%3D%3D&__tn__=R-R,ناس.خانرين.يلها.كيبانو.لحوكمة.للهم.لمحسينين.ثوعنو.قبل.لحكومة.,Sunday 10 September 2023 at 22:33,0,10 September 2023,22:33
Driss Mohtadi,https://web.facebook.com/profile.php?id=100071550134757&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAyNjA0NTYyMTg3NTg2OQ%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 19:44,0,10 September 2023,19:44
Bahija Kamal,https://web.facebook.com/profile.php?id=100091135917578&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjE3ODA5NjcwNTQ4NDM0&__tn__=R-R,No Text,Sunday 10 September 2023 at 19:39,0,10 September 2023,19:39
احمد شرعي,https://web.facebook.com/profile.php?id=100091001883174&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjIwNTkxNzQ5OTY2NjQx&__tn__=R-R,شرعي احمد اللهم ارحم جميع الاموات,Sunday 10 September 2023 at 18:53,0,10 September 2023,18:53
سفير تميزار,https://web.facebook.com/profile.php?id=100086063363872&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfOTEwMDMyOTMwNTQ0MDIx&__tn__=R-R,كل التضامن مع ضحايا زلزل وسط المغرب,Sunday 10 September 2023 at 18:48,0,10 September 2023,18:48
Abdellah Berhila,https://web.facebook.com/abdellah.berhila.5?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTQ1MDgxNzU1OTAzNTI0Mw%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 18:46,0,10 September 2023,18:46
Ayob Safa,https://web.facebook.com/profile.php?id=100086689812944&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAyMTYzNzM0NTYyNTk5Mg%3D%3D&__tn__=R-R,اليوم عاود ضرب فالصباح اقليم تارودانت,Sunday 10 September 2023 at 17:51,0,10 September 2023,17:51
Moustafa Nizar,https://web.facebook.com/profile.php?id=100090692118079&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjk1MTc3MjQxOTc2MzYx&__tn__=R-R,,Sunday 10 September 2023 at 17:39,0,10 September 2023,17:39
Moustafa Nizar,https://web.facebook.com/profile.php?id=100090692118079&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjU4MzUyODkxMTgwNDAzNw%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 17:39,0,10 September 2023,17:39
Moustafa Nizar,https://web.facebook.com/profile.php?id=100090692118079&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODQ1OTE3NzE3MTg0MTk2&__tn__=R-R,No Text,Sunday 10 September 2023 at 17:39,0,10 September 2023,17:39
Solayman IS,https://web.facebook.com/profile.php?id=61550588911258&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTIyODgzMjk0NDYxNTE1MA%3D%3D&__tn__=R-R,خطط الماسونية,Sunday 10 September 2023 at 17:34,0,10 September 2023,17:34
Fatiha Alabassi,https://web.facebook.com/profile.php?id=100072413176721&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjEwMTYxMDUyMDYzODY4&__tn__=R-R,قدر الله سبحانه وتعالى الله يرحم الموتى واشفي المرضى وكل من ساهم في هاد ه المأسات كان الله في عونه,Sunday 10 September 2023 at 17:25,0,10 September 2023,17:25
Maryem Ait Elghzal,https://web.facebook.com/Maria.Gacela87?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTEwMTI0NDI5NDE3NDIyMg%3D%3D&__tn__=R-R,المرجو النشر على أوسع نطاق لإنقاد وتموين الدواروير والقرى المنكوبةالمرجو النشر على أوسع نطاق لإنقاد وتموين الدواروير والقرى المنكوبة,Sunday 10 September 2023 at 17:06,0,10 September 2023,17:06
Marwa Lamsalla,https://web.facebook.com/profile.php?id=100093876700739&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjE3MTA2OTEwNjEwMzc4&__tn__=R-R,وفين الحكومة فيناهو أخنوش,Sunday 10 September 2023 at 17:03,0,10 September 2023,17:03
Fatiha Bahi,https://web.facebook.com/hiba.yassine.5815?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjU1NzYxNzQxNDMxNDUwNA%3D%3D&__tn__=R-R,No Text,Sunday 10 September 2023 at 17:01,0,10 September 2023,17:01
Abdellah Bne Moussa,https://web.facebook.com/profile.php?id=61550695778451&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfNjk2MzI0NzA0NzA1MjcwMQ%3D%3D&__tn__=R-R,Allah irhmhom,Sunday 10 September 2023 at 16:56,0,10 September 2023,16:56
Mustapha Benammi,https://web.facebook.com/mostaaffaa.benami?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMzUwNzI0MTM3OTU0MDIzMA%3D%3D&__tn__=R-R,وليتو شدين العطش في الاستوديوهات هضرو على لحكومة علاش ناعسة و الدواوير المنسية المسؤولين عليها غابرين,Sunday 10 September 2023 at 16:55,0,10 September 2023,16:55
Zohra Bobo,https://web.facebook.com/zohra.bobo.52?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfODM3ODA1NjE0NDcwNDAz&__tn__=R-R,الله يرحم الجميع يارب العالمين,Sunday 10 September 2023 at 16:00,0,10 September 2023,16:00
Fouad Ragragui,https://web.facebook.com/profile.php?id=100081051995684&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMjk5NDE3NjkzMDcxNTAxNQ%3D%3D&__tn__=R-R,انا لله وإنا إليه راجعون,Sunday 10 September 2023 at 15:54,0,10 September 2023,15:54
Sana Sana,https://web.facebook.com/profile.php?id=61550290702136&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTA2MTA4NTQ3ODM4NjA5Ng%3D%3D&__tn__=R-R,إن لله وإنا إليه راجعون,Sunday 10 September 2023 at 15:50,0,10 September 2023,15:50
Kimo JD,https://web.facebook.com/kamal.hadder?comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTAwOTI3NTExMDE5MTg0MQ%3D%3D&__tn__=R-R,وفيناهوا أخنوش و الطالبي و و هبي و و و و,Sunday 10 September 2023 at 15:49,0,10 September 2023,15:49
Soso Lolo,https://web.facebook.com/profile.php?id=100046123952170&comment_id=Y29tbWVudDoyNjYxMDMwMzk1NzkxMjhfMTI2MjM5NTcxNDQ3MzY4MQ%3D%3D&__tn__=R-R,إنا لله وإنا إليه راجعون,Sunday 10 September 2023 at 15:46,0,10 September 2023,15:46
